product_name,quantity,nutrition_score,carbon_footprint,co2_packaging,store_count,country count,ingredients
Tablette De Chocolat Noir 100% Cacao,100 g (2x50g),27,17.110287748,0.10429359,0,1,Pâte de cacao 100 %.
Tablette Chocolat Noir 70% Cacao Fleur De Sel,,26,17.110287748,0.10429359,0,1,N/A
Lait Café,100g,33,12.741300238,0.10429359,1,1,"Sucre de canne roux, beurre de cacao, lait en poudre, pâte de cacao, café moulu (2%)"
Tablette Chocolat Noir,,23,17.110287748,0.10429359,0,1,N/A
Mini tablettes en chocolat noir,150 g,N/A,N/A,N/A,1,1,N/A
Tablette Andoa Noir 70% - Chocolat Noir Biologique Et équitable,70 g,23,17.110287748,0.10429359,0,1,"feves de cacao du Perou, sucre de canne, beurre de cacao&quot;, émulsifiant: lécithine de soja. Lait (Fabriqué dans un atelier qui utilise du lait).Présence possible de fruits à coque et gluten. () Produit issu de l'Agriculture Biologique. Certifié par FR-BIO-01."
Tablette Chocolat Au Lait Aux éclats De Noix De Pécan,85 g,26,12.741300238,0.10429359,0,1,"beurre de cacao, lait entier en poudre, sucre, noix de Pécan caramélisées (noix de Pécan, sucre) 1 5%, fèves de cacao, sucre roux, extrait naturel de vanille, émulsifiant (lécithine de soja), extrait de malt d'orge."
Tablette Chocolat Blanc Aux Pépites De Framboise,85 g,27,11.318443968,0.10429359,0,1,"sugar, cocoa butter, whole milk powder, raspberries 4%, emulsifier (soya lecithin), natural vanilla extract. This product may contain traces of nuts and gluten."
Tablette Chocolat Au Lait Biologique Et équitable,N/A,N/A,N/A,N/A,0,1,"FR • Chocolat au lait biologique et équitable (39% de cacao minimum, pur beurre de cacao). lagtdtents: swe de canne*, beurre de cocao*, lait entier en poudre*, fèves de cccco du Pém* ém±t. de soiat. Présence de fruits à coque et gluten. C) Produit isw de fR8{001. Ingrédients conformes aux standards du commerce éwitob!e Faiftde/l,la (cme, de cacao, fèves de cocco du Pérou (73.62% du poids total). m.irffo.%cdenet"
Tablette Bahibe Chocolat Au Lait,70 g,26,12.741300238,0.10429359,0,1,"Sucre, beurre de cacao, _lait_ entier en poudre, fèves de cacao de la République dominicaine, émulsifiant (lécithine de _soja_), extrait naturel de vanille."
Noir Sélection Pérou,100 g,17,17.110287748,0.10429359,0,2,"Pâte de cacao* (Pérou), sucre de canne*, beurre de cacao*, vanille moulue*. Cacao : 75% minimum du chocolat."
Tablette chocolat noir 70% de cacao,100 g,22,17.110287748,0.10429359,1,1,"pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de _soja_."
Tablette équilibre,80 g,17,N/A,N/A,0,1,100% pâte de cacao
Chocolat,90 g,22,17.110287748,0.10429359,0,1,"pâte de cacao Vénézuela 67%, sucre, beurre de cacao, arôme naturel de vanille.
Chocolat pur beurre de cacao : 70% de cacao minimum"
Chocolat noir Ghana,,22,17.110287748,0.10429359,0,1,"Pâte de cacao du Ghana 70%, sucre, beurre de cacao, émulsifiants : lécithines (_soja_), arôme naturel de vanille"
Tablette De Chocolat : La Bretonne,N/A,N/A,N/A,N/A,0,1,"Sucre, beurre de cacao, lait entier en poudre, pâte de cacao,iclat de caramel 4,7% (sucre sirop de glucose, lait entier en poudre reconstitué crème fraîche d'Isigny ÂOP, beurre solé d'Isigny AOP, sel de Guérande IGÉ I émulsifiant : lécithines), pomme 1,8%, aromes, émulsifiant : lécithines (soia5. Chocolat ou tait : cacao 33% minimum, Traces éventuelles de céréales contenant du gluten, œufs et fruits à coque."
La Tablette by Mathez Truffes Fantaisie caramel,95g,26,12.741300238,0.10429359,0,1,"Chocolat au lait 70% (sucre, beurre de cacao, pâte de cacao, lait entier en poudre, lactoserum en poudre, beurre pâtissier, émulsifiant : lécithines de soja, arôme naturel de vanille), graisses végétales (coprah, palmiste), sucre, cacao maigre en poudre, éclats de caramel 2,7% (sucre, sirop de glucose), lactoserum en poudre, arôme naturel, émulsifiant : lécithines de soja. Cacao : 30% minimum dans le chocolat au lait. Traces éventuelles de gluten, Jmandes, noisettes, oeufs et sésame. A consommer quelques jours après uverture. De brusques changements de température peuvent faire apparaître un léger voile blanc à la urface de la tablette, ce qui n'altère en rien la qualité et le goût. Convient aux végétariens. Produit sensible à la chaleur,"
Chocolat noir bio noisettes,100 g,22,17.110287748,0.10429359,1,1,"Chocolat noir origine St-Domingue (masse de cacao, sucre de canne brut, beurre de cacao, poudre de cacao, poudre de vanille), NOISETTES 8 %"
Chocolat noir bio piment d'Espelette,100 g,23,17.110287748,0.10429359,1,1,"Chocolat noir origine St-Domingue (masse de cacao, sucre de canne brut, beurre de cacao, poudre de cacao, poudre de vanille), piment d'EspeIette AOP 1%"
Chocolat Noir Origine Saint Domingue,100 g,17,17.110287748,0.10429359,1,1,"Chocolat origine St Domingue à 73% de cacao minimum (masse de cacao, sucre de canne, beurre de cacao, vanille)."
Tablette chocolat lait noisettes,,26,12.741300238,0.10429359,0,1,"Insréd;ents : sucre, beurre de cacao, poudre de LAIT entier, NOISETTES 15%. pâte de cacao, émulsifiant : lécithine de SOJA, arôme naturel de vanille. Cacao : 34% minimum dans le chocolat au lait"
"Tablette de chocolat noir fourré caramel liquide au beurre salé, à la fleur de sel",100 g,21,17.110287748,0.10429359,0,1,"70 % de chocolat noir (pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de _soja_, arôme vanille), 30 % de fourrage caramel liquide au beurre et salé à la fleur de sel (sucre, sirop de glucose, _lait_ concentré, _lait_ concentré sucré, _beurre_ 2,5 %, sirop de sucre inverti, stabilisant : sorbitol, dextrose, fleur de sel 0,07 %, sel 0,07 %, arôme vanille (contient de l'_amande_), émulsifiant : lécithine de _soja_)."
Petit beurre chocolat noir,,25,5.918971723,0.11013799,0,1,N/A
Filet Bleu - Petit Beurre Bio Avec Tablette De Chocolat,,23,5.918971723,0.11013799,1,2,"Chocolat noir* 48% (pâte de cacao, sucre de canne*, beurre de cacao*), farine de blé*, sucre de canne, beurre* 9%, poudres à lever: carbonates d'ammonium-carbonates de sodium, amidon de blé, poudre de lait écrémé*, sel de Guérande, acidifiant: acide citrique. Traces éventuelles d'oeufs, soja, arachide et fruits à coque. Ingrédients issus de l'Agriculture Biologique."
Petit beurre bio avec tablette de chocolat au lait,,25,5.918971723,0.11013799,1,2,"Chocolat au lait* 48% (sucre de canne* , beurre de cacao* , poudre de lait entier*, pâte de cacao*, émulsifiant : lécithine de soja), farine de blé* , sucre de canne* , beurre* 9%, poudres à lever : carbonate acide d'ammonium - carbonate acide de sodium, amidon de blé*, poudre de lait écrémé*, sel, acidifiant : acide citrique. Traces éventuelles d'œuf, arachide et fruits à coque. *Ingrédients issus de l'Agriculture Biologique."
Petit beurre avec tablette de chocolat au lait,850 g,24,5.918971723,0.11013799,0,1,N/A
Biscuits tablette Dégustation Chocolat noir,125 g,N/A,5.918971723,0.11013799,1,1,N/A
Biscuits tablette chocolat au lait,150 g,24,6.738600583,0.11010835,1,1,N/A
Le petit beurre tablette Chocolat lait - Fourré noisette (x 9),140 g,25,5.918971723,0.11013799,1,1,"Chocolat au lait 42 % (sucre, beurre et pâte de cacao, poudre de lait écrémé, lactose, matière grasse laitière anhydre, émulsifiant : lécithines (soja, tournesol), arôme), farine de blé, pâte à base de noisettes 16 % (sucre, graisse de coprah, noisettes 17 % (soit 2,7 % sur l'ensemble du produit), lactose et protéines de lait, poudre de lait écrémé, cacao maigre en poudre, émulsifiant : lécithine de soja), sucre, beurre pâtissier 6 %, poudre de lait entier, poudre à lever : carbonates acides d'ammonium et sodium - diphosphate disodique, sel."
Le petit beurre - tablette chocolat lait,300 g (2 x 150 g),25,5.918971723,0.11013799,2,1,"Chocolat au lait 48% [sucre, beurre de cacao, pâte de cacao, poudre de lait écrémé, lactose, matière grasse de lait anhydre, émulsifiant : lécithines (tournesol), arôme], farine de blé 36,4%, sucre, beurre pâtissier 6,5%, sirop de glucose-fructose, sel, poudre à lever : carbonates d'ammonium carbonates de sodium diphosphates, acidifiant: acide citrique"
Chocolat au lait et au riz,2 x 100 g,27,12.741300238,0.10429359,1,1,Sucre ; beurre de cacao ; lait en poudre écrémé 14 % ; farine de riz ; pâte de cacao ; lactosérum en poudre ; matière grasse laitière anhydre ; pâte de noisettes ; farine de maïs ; malt de blé ; gluten de blé ; émulsifiant : lécithines (tournesol) ; cacao maigre en poudre ; sel ; arôme. Traces d'autres fruits à coque. Cacao : 30 % minimum dans le chocolat au lait.
Chocolat Lait raisins & noisettes,,N/A,N/A,N/A,1,1,N/A
Chocolat Lait Noisettes,100 g,22,12.741300238,0.10429359,1,1,"Sucre ; noisettes entières 20% ; beurre de cacao ; lait en poudre écrémé 10 % ; pâte de cacao ; lactosérum en poudre ; matière grasse laitière anhydre ; émulsifiants : lécithines de tournesol, E476 ; arôme."
Chocolat Tablette d'Or blanc Noisettes entieres,200 g,19,11.318443968,0.10429359,1,1,"Sucre, noisettes entières torréfiées 25%, beurre de cacao, lait en poudre entier, crème en poudre, émulsifiant : lécithines (soja), arôme naturel de vanille.
Traces de gluten, œufs et autres fruits à coque."
Tablette d'OR - Blanc  - Noix de Coco,200 g,26,11.318443968,0.10429359,1,2,"Sucre ; beurre de cacao ; lait entier en poudre ; noix de coco râpée 14 % ; crème en poudre ; lactose ; lactosérum en poudre ; émulsifiant : lécithines (soja) ; arôme naturel de vanille.

Traces de gluten, fruits à coque et œufs."
Chocolat noir fourré praliné,150 g,21,17.110287748,0.10429359,1,1,"Praliné 31 % (pâte de noisettes, sucre) ; sucre ; pâte de cacao ; graisses végétales (palmiste, palme) ; beurre de cacao ; éclats de noisettes 1.6 % ; poudre de lait écrémé ; matière grasse laitière anhydre ; cacao maigre en poudre ; émulsifiant : lécithines (tournesol) ; poudre de lait entier ; arôme naturel de vanille.
Traces de gluten et œufs.
Cacao : 49 % minimum dans le chocolat."
Chocolat au lait fourré mousse,160 g,26,12.741300238,0.10429359,1,1,"Sucre, lait entier en poudre, beurre de cacao, pâte de cacao, lait écrémé en poudre, huiles végétales (palme, karité), pâte de noisettes, matière grasse de lait anhydre, cacao maigre en poudre, lactose, émulsifiant : lécithines (soja), arôme naturel de vanille.
Traces de gluten, oeufs et autres fruits à coque.
Cacao : 27% minimum dans le chocolat au lait d'enrobage."
Chocolat au lait allégé en sucre,2 x 100 g,18,12.741300238,0.10429359,1,1,"Sucre, beurre de cacao, poudre de lait entier 19 %, pâte de cacao, inuline 9.5 %, fructo-oligosaccharides 9.5 %, lactosérum en poudre, matière grasse laitière anhydre, pâte de noisettes, émulsifiant : lécithines (tournesol), arôme naturel de vanille. Traces d'autres fruits à coque et gluten.
Cacao: 30% minimum."
Tablette d'Or - Chocolat Noir,100 g,17,17.110287748,0.10429359,1,1,"Pâte de cacao, sucre, fibres alimentaires 18 % (inuline, fructo-oligosaccharides), matière grasse de _lait_ anhydre, émulsifiant : lécithine de tournesol, arôme naturel de vanille."
Tablette d'Or - Les allégés lait,100g,19,12.741300238,0.10429359,1,1,"Sucre, beurre de cacao, poudre de lait entier 19 %, pâte de cacao, inuline 9,5 %, fructo-oligosaccharides 9,5 %, lactosérum en poudre, matière grasse laitière anhydre, pâte de noisettes, émulsifiant : lécithines (tournesol), arôme naturel de vanille. Cacao : 30% minimum"
P'tit Beurre Tablette Chocolat Blanc,150 g,24,6.738600583,0.11010835,1,1,"white chocolate 48% (sugar, cocoa butter, whole milk powder, whey powder, emulsifier: lecithins (sunflower), natural vanilla flavour), wheat flour 37%, sugar, concentrated butter 6.4% (7.6% reconstituted butter), skimmed milk powder, baking powders: e503, e500, e450, salt,
traces of eggs and nuts,"
Biscuits cacao tablette chocolat noir et blanc,115 g,25,5.918971723,0.11013799,1,1,"Chocolat blanc 36 % (sucre, beurre de cacao, poudre de lait entier, lactosérum en poudre, émulsifiant : lécithines (tournesol), arôme naturel de vanille) ; farine de blé ; sucre ; chocolat noir 12 % (pâte de cacao, sucre, beurre de cacao, lactose, poudre de lait écrémé, matière grasse laitière anhydre, émulsifiant : lécithines (tournesol), arôme naturel de vanille) ; huile de tournesol ; cacao maigre en poudre 5,2 % ; sirop de glucose ; lactosérum en poudre ; poudres à lever : E503, E500, E450 ; sel ; pâte de cacao 0,3 % ; émulsifiant : E471.
Traces d'œufs, fruits à coque, graines de sésame et soja."
Chocolat blanc aux éclats de biscuits cacaotés,2 x 100 g,N/A,N/A,N/A,1,1,"Sucre ; beurre de cacao ; lait écrémé en poudre ; matière grasse laitière anhydre ; farine de blé ; lactosérum en poudre ; huile de palme ; cacao en poudre 1.3 % ; émulsifiant : lécithines (tournesol) ; sel ; poudres à lever : E500, E501, E503 ; arôme.

Traces de fruits à coque."
Palets pâtissier chocolat noir 55% cacao,200 g,20,17.110287748,0.10429359,1,1,"Sucre, pâte de cacao, beurre de cacao, émulsifiant : lécithines ( tournesol), arôme.

Traces de gluten, lait et fruits à coque.
Cacao : 55 % minimum."
Palets pâtissier chocolat au lait 35% cacao,200 g,N/A,N/A,N/A,1,1,"Sucre, beurre de cacao, lait entier en poudre 20 %, pâte de cacao, lait écrémé en poudre 2.7 %, émulsifiant : lécithines (tournesol), arôme.

Cacao : 35 % minimum.

Traces de gluten et fruits à coque."
Biscuit petit beurre P'tit Déli Tablette chocolat lait,N/A,24,5.918971723,0.11013799,1,1,"Chocolat au lait 48% (sucre, beurre de cacao, pâte de cacao, lait écrémé en poudre, lactose, matière grasse laitière anhydre, émulsifiant lécithines (tournesol), arôme naturel de vanille) ; farine de blé ; sucre ; beurre concentré 6,4% (soit 7,6% en beurre reconstitué) ; lait écrémé en poudre ; poudres à lever : E503, E500, E450 ; sel. Traces d'œufs et de fruits à coque."
Le petit beurre tablette chocolat noir,,24,5.918971723,0.11013799,1,1,N/A
"Tablette à casser (amandes, noisettes, pistaches et raisins secs) chocolat noir",N/A,N/A,N/A,N/A,0,1,"Chocolat noir 88% (pâte de cacao, sucre, beurre de cacao, beurre pâtissier,  émulsifiant : lécithine de soja, arôme naturel de vanille), pistaches entières 3%, amandes entières 3%, noisettes entières 3%, raisins secs 3% (raisins, huile végétale de coton). Peut contenir des traces d'arachides, d'autres fruits à coques, de gluten et d'oeufs. Cacao : 55,2% minimum (Chocolat noir)"
Tablette Chocolat Au Lait,100 Gr,28,12.741300238,0.10429359,0,1,"Sucre, Beurre de cacao, lait en poudre, fèves de cacao, émulsifiants : lécithine de soja sans OGM, Vanille"
Tablette Gianduja,100 g,26,12.741300238,0.10429359,0,1,N/A
Tablette de chocolat,,17,17.110287748,0.10429359,0,1,"c«woapaste. Ingredient; asta de cacao Ingrediente: pasta dl Zutat; kakaomasse - Ingrediens; kakaomassa, Kohlençy - kolhv&a : 4,1g. kntqxres-o cuales d' ai - dav€yt •ker varav sockeraner 100 g-3.50z PoiŒ trt • Peso ru•to - netto"
Chocolat Plaisir Sésame,100 g,26,12.741300238,0.10429359,1,1,"Sucre, beurre de cacao, lait en poudre, fèves de cacao, _grains de sésame_ grillés (10 %), vanille, émulsifiant . lécithine de _soja_ sans OGM."
Mini tablettes de chocolat noir,200 g,23,17.110287748,0.10429359,1,1,NOIR ÉCU STATION v CACAO MINIMUM éclats de fèves de cacao
Auchan Chocolat Noir Fourré Mousse Chocolat Tablette,150 g,N/A,N/A,N/A,1,1,"Sucre, pâte de cacao, graisses végétales (palme, palmiste), beurre de cacao, cacao maigre en poudre, matière grasse de lait anhydre, pâte de noisettes (fruits à coque), lactosérum en poudre (lait), émulsifiant : lécithines (tournesol), arômes. Traces éventuelles d'autres fruits à coques, de gluten et d'œufs."
Auchan Chocolat Lait Fourré Mousse Chocolat Tablette,150 g,27,12.741300238,0.10429359,1,1,"Sucre, beurre de cacao, graisses végétales (palme, palmiste), poudre de lait écrémé, pâte de cacao, matière grasse de lait anhydre, cacao maigre en poudre, pâte de noisette (fruit à coque), lactosérum en poudre (lait), émulsifiant lécithines (tournesol), arômes. Traces éventuelles d'autres fruits à coque, de gluten et d'œufs."
Lait fourré mousse praliné,160 g,26,N/A,N/A,2,1,N/A
Biscuits Tablette Chocolat au Lait,150 g,23,5.918971723,0.11013799,1,1,"biscuit 52% : farine de blé* (contient _gluten_) 36%, sucre de canne roux*, huile végétale* (palme*), poudres à lever : carbonates d'ammonium - carbonates de sodium - tartrates de potassium, _lait_ écrémé en  poudre*, sel marin non rafﬁné, arôme naturel. Chocolat au lait* 48% : sucre de canne*, beurre et pâte de cacao*, poudre de _lait_ entier*.
* biologiques"
Tablettes de chocolat au lait avec des noisettes 3 tablettes Chocolat superieur au lait et aux noisettes entieres.,N/A,N/A,N/A,N/A,1,1,"chocolat supérieur au lait aux noisettes entières ingrédients Sucre, noiseftes entières 18% (fruits à coque), beurre de cacao, poudre de lait écrémé 14%, pâte de cacao, lactosérum en poudre (lait), matière grasse d? lait anhydre 3,7%, pâte de noisettes (fruits à coque), émulsifiant : lécithines (tournesoi): arôme vanille, Cacao : 30% minimum dans le chocolat seul* Traces éventuelles d'autres fruits à coque et de gluten. à - partir de lait origine UE."
Chocolat lait fourre caramel beurre tablette,,N/A,N/A,N/A,1,1,"Chocolat au - lait 70% : sucre, beurre de cacao, pâte de cacao, lait entier en poudre, lactosérum en poudre (lait)' matière grasse delait ; émulsifiant : lécithines (soja) ; extrait de vanille, Fourrage 30% : sucre, sirop de glucose, lait concentré sucré, beurre 3,7% (contient lait), sucre inverti, lait concentré non sucré ; stabilisant : sorbitol ; dextrose, fleur de sel de Guérande 0,1%, sel ; émulsifiant : lécithines (soja) ; arôme : vanille. Cacao : 30% minimum dans le chocolat. Traces éventuelles de fruits à coque, d'?uf et de sésame."
Petit beurre tablette chocolat noir,3 x 150 g,25,5.918971723,0.11013799,1,1,"Biscuit 52% : farine de blé (contient gluten), sucre, beurre concentré 12,6% (contient lait) (soit 15% de beurre reconstitué), lait entier en poudre, carbonates d'ammonium - carbonates de sodium - diphosphates, blancs et jaunes d'œufs en poudre, sel, arôme.
Chocolat noir 48% : sucre, pâte de cacao, beurre de cacao, lactose (lait), matière grasse de lait anhydre, lait écrémé en poudre, lécithines (tournesol), arôme."
Blanc dessert chocolat,180 g,27,11.318443968,0.10429359,1,1,Sucre - lait entier en poudre (origine UE) - beurre de cacao - émulsifiant lécithines de tournesol - arômes. Traces éventuelles de fruits à coques et de gluten.
Biscuits avec tablettes de Chocolat blanc et noir 9 biscuits,115 g,27,6.738600583,0.11010835,1,1,"chocolat blanc 36% (sucre, beurre de cacao, poudre de lait entier, poudre de lactosérum (lait), émulsifiant : lécithines (tournesol), arôme), farine de blé (contient gluten), sucre, chocolat noir 12% (sucre, pâte de cacao, beurre de cacao, lactose (lait), matière grasse de lait anhydre, lait écrémé en poudre, émulsifiant : lécithines (tournesol), arôme), huile végétale (tournesol), cacao maigre en poudre 5,2%, sirop de glucose, lactosérum en poudre (lait), poudres à lever : carbonates d'ammonium -- carbonates de sodium - diphosphates, sel, pâte de cacao, émulsifiants : mono - et diglycérides d'acides gras, antioxydants : palmitate d'ascorbyle - extrait riche en tocophérols, maltodextrine. Traces éventuelles d'?ufs, fruits à coque, soja et graines de sésame."
Chocolat Noir São Tomé,80 g,18,17.110287748,0.10429359,1,1,"Pâte de cacao São Tomé, sucre, beurre de cacao, émulsifiant : lécithines (tournesol), arôme naturel de vanille."
Chocolat Lait Caramel,115 g,27,12.741300238,0.10429359,1,1,"Chocolat au lait 67% (sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao, émulsifiant : lécithine de _soja_), fourrage caramel 31% (crème de caramel au beurre salé 26% (sucre, sirop de glucose, eau, crème fraîche (contient _lait_) salé d'Isigny A.O.P 1%, fibres alimentaires, sel de Guérande 0,1%, arôme naturel vanille), chocolat blanc (sucre, beurre de cacao, poudre de _lait_ entier, poudre de _lait_ écrémé, émulsifiant : lécithine de _soja_, arôme naturel vanille), beurre de cacao), éclats de caramel au beurre salé 2% (sucre, sirop de glucose, _lait_ entier reconstitué, crème fraîche (contient _lait_) d'Isigny A.O.P 0,2%, beurre (contient _lait_) salé d'Isigny A.O.P 0,07%, sel de Guérande 0,02%, émulsifiant : lécithine de colza)"
Lait Spéculoos,115 g,27,12.741300238,0.10429359,1,1,"Chocolat au lait 64,5% (sucre, beurre de cacao, poudre de lait entier,pâte de cacao, émulsifiant : lécithine de soja) ; FOURAGE SPECULOOOS 31% [pâte de spéculoos 28,5% (spéculoos 17,4% (farine de blé (contient gluten), sucre, huile végétale (colza), beurre (contient lait) concentré, poudre à lever : carbonate acide de sodium sel cannelle), huile végétale (colza), sucre huile végétale totalement hydrogénée (colza), émulsifiants : lécithine de tournesol · esters citriques de mono·et diglycérides d’acides gras, acidifiant: acide citrique), chocolat blanc 2,5% (sucre, beurre de cacao, poudre de lait entier, poudre de lait écrémé, émulsifiant : lécithine de soja, arôme naturel de vanille)] ; BRISURES DE SPECULOOS 4,5% (farine de blé (contient gluten), sucre, huile végétale (colza), sirop de candi, beurre (contient lait) concentré, poudre à lever : carbonate acide de sodium, sel, cannelle)."
Petit beurre avec tablette de chocolat au lait,150 g,25,6.738600583,0.11010835,1,1,"Chocolat au lait 48% (sucre de canne*, beurre de cacao*, lait entier en poudre* (origine UE/hors UE), pâte de cacao*), farine de blé* 36% (contient gluten), sucre*, beurre* (contient lait origine UE) 8,8%, lait écrémé en poudre* (origine UE), poudres à lever : carbonates d'ammonium carbonates de sodium - acide tartrique, sel, arôme naturel. *biologiques. Traces éventuelles de fruits à coque, d'oeuf, de soja et de graines de sésame."
12 Biscuits avec tablette de chocolat au lait,150 g,N/A,6.738600583,0.11010835,1,1,N/A
Biscuits tablette parfum chocolat au lait,1,N/A,N/A,N/A,0,1,N/A
Mini tablettes Paris,240 g,N/A,12.741300238,0.10429359,0,1,"pâte de cacao, beurre de cacao, sucre, lait en poudre, émulsifiant : lécithine de soja, arôme naturel : vanille."
Chocolat Bonnat Equateur,100 g,22,17.110287748,0.10429359,1,1,"cacao, beurre de cacao, sucre"
Tablette Chuao Village,100 g,22,17.110287748,0.10429359,0,1,N/A
Chocolat Noir Éclats D'Amandes Bio & équitable,100g,19,17.110287748,0.10429359,2,1,"Pâte de cacao (Pérou), sucre de canne, _éclats d'amandes_ (12%), beurre de cacao, gousse de vanille. Cacao : 60% minimum. · 100% des ingrédients agricoles sont issus de l'agriculture biologique. Ingrédients issus du commerce équitable certifiés Fairtrade / Max Havelaar : sucre, cacao et vanille (88% du poids total)."
Chocolat de ménage au lait,200 g,23,12.741300238,0.10429359,1,1,"Sucre - lactosérum en poudre - poudre de lait écrémé - pâte de cacao* - beurre de cacao* - beurre concentré - émulsifiants: lécithines de tournesol, E476 - arôme. 
Cacao : 24% minimum.
Traces de fruits à coque et de gluten.
 
* Certifié Rainforest Alliance. Casino s'engage avec Rainforest Alliance dans la production durable de cacao. ww.ra.org"
Chocolat,5 x 100 g,21,N/A,N/A,1,1,"Sucre - pâte de cacao* - beurre de cacao* - émulsifiants : lécithines de tournesol, E476 - arôme.
Cacao : 40% minimum.
Traces de fruits à coque, de gluten et de lait.
* Certifié Rainforest Alliance. Casino s'engage avec Rainforest Alliance dans la production durable de cacao. www.ra.org."
Biscuits avec tablette de chocolat noir,150 g,19,6.738600583,0.11010835,0,1,"Farine de blé - chocolat noir 35% (pâte de cacao - sucre - beurre de cacao - lactose - poudre de lait écrémé - matière grasse laitière anhydre - émulsifiant: lécithines de tournesol - arôme naturel de vanille) - sucre - graisse de palme - sirop de glucose - lactosérum en poudre - poudres à lever: carbonates d'ammonium, carbonates de sodium, acide citrique - sel - arômes.

Traces de soja, d'œufs, de fruits à coque et de graines de sésame."
Chocolat blanc,4 x 100 g,26,11.318443968,0.10429359,1,1,"Sucre - beurre de cacao* - poudre de lait écrémé - beurre concentré - émulsifiants: lécithines de tournesol, E476 - arôme.
Trace de fruits à coque et de gluten.
 
* Certifié Rainforest Alliance. Casino s'engage avec Rainforest Alliance dans la production durable de cacao. www.ra.org"
Tablette pur cacao 100% aux éclat d'amandes toastées,100 g,12,N/A,N/A,0,1,"Masse de cacao (cacao 100%), amandes toastées (10%)"
Tablette Monsera,75 g,27,12.741300238,0.10429359,0,1,N/A
Tablette Mexique intense,90 g,23,17.110287748,0.10429359,0,1,"Fèves de cacao torréfiées et concassées, sucre, beurre de cacao."
Images de Toulouse,150 g,N/A,12.741300238,0.10429359,1,1,"Sucre, beurre de cacao, pâte de cacao, poudre de _lait_ entier, émulsifiant : lécithine de soja, arôme naturel de vanille"
Biscuits tablette chocolat noir,150g,12,6.738600583,0.11010835,1,1,"farine de blé, chocolat noir (40%) (pâte de cacao, édulcorant: maltitol, beurre de cacao, émulsifiant: lécithine de soja, arôme naturel de vanille) (cacao 53.9% minimum), fructo-oligosaccharides, beurre concentré, amidon de blé, poudre à lever: carbonate acide d'ammonium et carbonate acide de sodium, poudre de lactosérum, sel, acidifiant: acide citrique, édulcorant : sucralose"
Tablette de chocolat noir 100% cacao,100 g,12,17.110287748,0.10429359,1,1,Pâte de cacao 100%
Tablette chocolat lait noisettes,100 g,27,12.741300238,0.10429359,0,1,N/A
Tablette cacao origine Vietnam,80 g,22,17.110287748,0.10429359,0,1,N/A
Chocolats fins 70% cacao - Eclats de noisettes torréfiées,100g,16,17.110287748,0.10429359,0,1,"Chocolat noir 95% (pâte de cacao et beurre de cacao 74.5%, sucre de canne 25.5%), éclats de noisettes torréfiées 5%"
Chocolat Noir Grain Cafe Tablette,,24,17.110287748,0.10429359,0,1,N/A
Chocolat Noir Citron Tablette,N/A,N/A,N/A,N/A,0,1,N/A
Pure Origine - Chocolat noir,100 g,17,17.110287748,0.10429359,0,1,"Pâte de cacao et beurre de cacao 73.8%, sucre de canne 26.2%"
Tablette De Chocolat Noir 70% Au Gingembre,,21,17.110287748,0.10429359,0,1,"Chocolat noir à 70% de cacao minimum&quot;: 90% (pâte de cacao&quot; et beurre de cacao&quot; 74,5%, sucre de canne roux* 25,5%); gingembre confit&quot;: 10% gingembre*, sucre de canne * 100% des ingrédients d'origine agricole sont issus de l'agriculture biologique Peut contenir des traces d'amande, de lait, de noisette, de sésame et d'arachides."
Tablette Chocolat Noir Orange,N/A,N/A,N/A,N/A,0,1,"Chocolat noir à 70% de cacao minimum*: 90% (2âte de cacao* et beurredeca 74,5%, sucre de canne roux* 25,5%)} écorce confite : 10% (écorce d'orange*, sirop mais*, sucre de canne brut*, jusde citronuntentre*, farine de riz*)."
Tablette Chocolat Noir Tanzanie,,21,17.110287748,0.10429359,0,1,"Chocolat noir Tanzanie* (pâte de cacao* et beurre de cacao* 75%, sucre de canne* 25%). *100% des ingrédients d'origine agricole sont issus de l'agriculture biologique."
Tablette De Chocolat Noir 70% Cacao Origine Pérou,,21,17.110287748,0.10429359,0,1,"Chocolat noir Pérou* (pâte de cacao* et beurre de cacao* 70%, sucre de cannéYçP* 30%). *100% des ingrédients d'oriqine agricole sont issus de l'agriculture bioloqique. Peut contenir des traces de lait, d amandes, de noisettes, de sésame et darachides. ? CHOCOLATE 70% COCOA MIN, PERU art *"
Tablette Chocolat République Dominicaine,100 g (2x50g),22,17.110287748,0.10429359,0,1,N/A
Tablette de chocolat Noir coeurs,90 g,24,17.110287748,0.10429359,0,1,"Chocolats noir & blanc pur beurre de cacao (minimum de cacao 72%). Pâte de cacao, sucre, beurre de cacao, poudre de lait entier, farine de blé (gluten), amidon de blé, sirop de glucose, agent d'enrobage (maltodextrine, résine de shellac), agent de texture (gélatine), sel, émulsifiant (lécithine de sola), colorants alimentaires pour décors (E100, E174, E129* [*Peut avoir des effets indésirables sur l'activité et l'attention des enfants]), arôme naturel de vanille, vanilline."
